1.171716785400000020e+02,3.053343299999999871e+01
1.171715927099999988e+02,3.053343299999999871e+01
1.171715068799999955e+02,3.053343299999999871e+01
1.171714210500000064e+02,3.053343299999999871e+01
1.171713352200000031e+02,3.053343299999999871e+01
1.171712493899999998e+02,3.053343299999999871e+01
1.171712493899999998e+02,3.053335906999999949e+01
1.171711635599999966e+02,3.053335906999999949e+01
1.171711635599999966e+02,3.053328514000000027e+01
1.171710777299999933e+02,3.053328514000000027e+01
1.171710777299999933e+02,3.053321121000000105e+01
1.171709919000000042e+02,3.053321121000000105e+01
1.171709060700000009e+02,3.053321121000000105e+01
1.171708202399999976e+02,3.053321121000000105e+01
1.171708202399999976e+02,3.053313728999999910e+01
1.171707344099999943e+02,3.053313728999999910e+01
1.171707344099999943e+02,3.053306335999999988e+01
1.171706485699999973e+02,3.053306335999999988e+01
1.171705627399999941e+02,3.053306335999999988e+01
1.171705627399999941e+02,3.053298943000000065e+01
1.171704769100000050e+02,3.053298943000000065e+01
1.171703910800000017e+02,3.053298943000000065e+01
1.171703910800000017e+02,3.053291550000000143e+01
1.171703052499999984e+02,3.053291550000000143e+01
1.171702194199999951e+02,3.053284156999999865e+01
1.171701335900000061e+02,3.053284156999999865e+01
1.171700477600000028e+02,3.053284156999999865e+01
1.171699619299999995e+02,3.053284156999999865e+01
1.171699619299999995e+02,3.053276763999999943e+01
1.171698760999999962e+02,3.053276763999999943e+01
1.171698760999999962e+02,3.053269371000000021e+01
1.171697902699999929e+02,3.053269371000000021e+01
1.171697044400000038e+02,3.053269371000000021e+01
1.171696186100000006e+02,3.053269371000000021e+01
1.171695327799999973e+02,3.053269371000000021e+01
1.171695327799999973e+02,3.053261978000000099e+01
1.171694469499999940e+02,3.053261978000000099e+01
1.171693611099999970e+02,3.053261978000000099e+01
1.171693611099999970e+02,3.053254585000000176e+01
1.171692752799999937e+02,3.053254585000000176e+01
1.171691894500000046e+02,3.053254585000000176e+01
1.171691036200000013e+02,3.053254585000000176e+01
1.171691036200000013e+02,3.053247191999999899e+01
1.171690177899999981e+02,3.053247191999999899e+01
1.171689319599999948e+02,3.053247191999999899e+01
1.171688461300000057e+02,3.053247191999999899e+01
1.171687603000000024e+02,3.053247191999999899e+01
1.171687603000000024e+02,3.053239798999999977e+01
1.171686744699999991e+02,3.053239798999999977e+01
1.171685886399999958e+02,3.053239798999999977e+01
1.171685028100000068e+02,3.053239798999999977e+01
1.171685028100000068e+02,3.053232406000000054e+01
1.171684169800000035e+02,3.053232406000000054e+01
1.171683311500000002e+02,3.053232406000000054e+01
1.171682453199999969e+02,3.053232406000000054e+01
1.171681594799999999e+02,3.053232406000000054e+01
1.171680736499999966e+02,3.053232406000000054e+01
1.171680736499999966e+02,3.053225013000000132e+01
1.171679878199999933e+02,3.053225013000000132e+01
1.171679019900000043e+02,3.053225013000000132e+01
1.171679019900000043e+02,3.053217619999999854e+01
1.171678161600000010e+02,3.053217619999999854e+01
1.171677303299999977e+02,3.053217619999999854e+01
1.171676444999999944e+02,3.053217619999999854e+01
1.171676444999999944e+02,3.053210226999999932e+01
1.171675586700000053e+02,3.053210226999999932e+01
1.171674728400000021e+02,3.053210226999999932e+01
1.171673870099999988e+02,3.053210226999999932e+01
1.171673011799999955e+02,3.053210226999999932e+01
1.171672153500000064e+02,3.053210226999999932e+01
1.171671295200000031e+02,3.053202834000000010e+01
1.171670436899999999e+02,3.053202834000000010e+01
1.171669578599999966e+02,3.053202834000000010e+01
1.171668720199999996e+02,3.053202834000000010e+01
1.171668720199999996e+02,3.053195441000000088e+01
1.171667861899999963e+02,3.053195441000000088e+01
1.171667003599999930e+02,3.053195441000000088e+01
1.171666145300000039e+02,3.053195441000000088e+01
1.171665287000000006e+02,3.053195441000000088e+01
1.171664428699999974e+02,3.053195441000000088e+01
1.171663570399999941e+02,3.053195441000000088e+01
1.171663570399999941e+02,3.053188048000000165e+01
1.171662712100000050e+02,3.053188048000000165e+01
1.171661853800000017e+02,3.053188048000000165e+01
1.171660995499999984e+02,3.053180654999999888e+01
1.171660137199999951e+02,3.053180654999999888e+01
1.171659278900000061e+02,3.053180654999999888e+01
1.171658420600000028e+02,3.053180654999999888e+01
1.171657562299999995e+02,3.053180654999999888e+01
1.171656703900000025e+02,3.053180654999999888e+01
1.171655845599999992e+02,3.053173261999999966e+01
1.171654987299999959e+02,3.053173261999999966e+01
1.171654129000000069e+02,3.053173261999999966e+01
1.171653270700000036e+02,3.053165869000000043e+01
1.171652412400000003e+02,3.053165869000000043e+01
1.171651554099999970e+02,3.053165869000000043e+01
1.171651554099999970e+02,3.053158476000000121e+01
1.171650695799999937e+02,3.053158476000000121e+01
1.171649837500000046e+02,3.053158476000000121e+01
1.171648979200000014e+02,3.053158476000000121e+01
1.171648120899999981e+02,3.053158476000000121e+01
1.171647262599999948e+02,3.053151082999999844e+01
1.171646404300000057e+02,3.053151082999999844e+01
1.171645546000000024e+02,3.053151082999999844e+01
1.171645546000000024e+02,3.053143689999999921e+01
1.171644687699999992e+02,3.053143689999999921e+01
1.171643829300000021e+02,3.053143689999999921e+01
1.171642970999999989e+02,3.053143689999999921e+01
1.171642112699999956e+02,3.053143689999999921e+01
1.171642112699999956e+02,3.053136296999999999e+01
1.171641254400000065e+02,3.053136296999999999e+01
1.171640396100000032e+02,3.053136296999999999e+01
1.171640396100000032e+02,3.053128904000000077e+01
1.171639537799999999e+02,3.053128904000000077e+01
1.171638679499999967e+02,3.053128904000000077e+01
1.171638679499999967e+02,3.053121511000000154e+01
1.171637821199999934e+02,3.053121511000000154e+01
1.171636962900000043e+02,3.053121511000000154e+01
1.171636104600000010e+02,3.053121511000000154e+01
1.171636104600000010e+02,3.053114117999999877e+01
1.171635246299999977e+02,3.053114117999999877e+01
1.171634387999999944e+02,3.053114117999999877e+01
1.171634387999999944e+02,3.053106724999999955e+01
1.171633529700000054e+02,3.053106724999999955e+01
1.171632671400000021e+02,3.053106724999999955e+01
1.171631813000000051e+02,3.053099332000000032e+01
1.171630954700000018e+02,3.053099332000000032e+01
1.171630096399999985e+02,3.053099332000000032e+01
1.171630096399999985e+02,3.053091939000000110e+01
1.171629238099999952e+02,3.053091939000000110e+01
1.171628379800000062e+02,3.053084545999999833e+01
1.171627521500000029e+02,3.053084545999999833e+01
1.171626663199999996e+02,3.053084545999999833e+01
1.171625804899999963e+02,3.053084545999999833e+01
1.171625804899999963e+02,3.053077152999999910e+01
1.171624946599999930e+02,3.053077152999999910e+01
1.171624946599999930e+02,3.053069759999999988e+01
1.171624088300000039e+02,3.053069759999999988e+01
1.171623230000000007e+02,3.053069759999999988e+01
1.171622371699999974e+02,3.053069759999999988e+01
1.171621513399999941e+02,3.053069759999999988e+01
1.171621513399999941e+02,3.053062367000000066e+01
1.171620655100000050e+02,3.053062367000000066e+01
1.171619796800000017e+02,3.053062367000000066e+01
1.171619796800000017e+02,3.053054974000000144e+01
1.171618938400000047e+02,3.053054974000000144e+01
1.171618938400000047e+02,3.053047580000000139e+01
1.171618080100000014e+02,3.053047580000000139e+01
1.171617221799999982e+02,3.053047580000000139e+01
1.171616363499999949e+02,3.053047580000000139e+01
1.171615505200000058e+02,3.053047580000000139e+01
1.171615505200000058e+02,3.053040186999999861e+01
1.171614646900000025e+02,3.053040186999999861e+01
1.171613788599999992e+02,3.053040186999999861e+01
1.171612930299999960e+02,3.053032793999999939e+01
1.171612072000000069e+02,3.053032793999999939e+01
1.171611213700000036e+02,3.053032793999999939e+01
1.171610355400000003e+02,3.053025401000000016e+01
1.171609497099999970e+02,3.053025401000000016e+01
1.171608638799999937e+02,3.053025401000000016e+01
1.171608638799999937e+02,3.053018008000000094e+01
1.171607780500000047e+02,3.053018008000000094e+01
1.171606922099999935e+02,3.053018008000000094e+01
1.171606922099999935e+02,3.053010615000000172e+01
1.171606063800000044e+02,3.053010615000000172e+01
1.171605205500000011e+02,3.053010615000000172e+01
1.171604347199999978e+02,3.053010615000000172e+01
1.171603488899999945e+02,3.053010615000000172e+01
1.171602630600000055e+02,3.053003221999999894e+01
1.171601772300000022e+02,3.053003221999999894e+01
1.171600913999999989e+02,3.053003221999999894e+01
1.171600913999999989e+02,3.052995828999999972e+01
1.171600055699999956e+02,3.052995828999999972e+01
1.171599197400000065e+02,3.052995828999999972e+01
1.171598339100000032e+02,3.052995828999999972e+01
1.171597480800000000e+02,3.052995828999999972e+01
1.171597480800000000e+02,3.052988434999999967e+01
1.171596622499999967e+02,3.052988434999999967e+01
1.171595764199999934e+02,3.052988434999999967e+01
1.171594905900000043e+02,3.052988434999999967e+01
1.171594905900000043e+02,3.052981042000000045e+01
1.171594047499999931e+02,3.052981042000000045e+01
1.171593189200000040e+02,3.052981042000000045e+01
1.171593189200000040e+02,3.052973649000000123e+01
1.171592330900000007e+02,3.052973649000000123e+01
1.171591472599999975e+02,3.052973649000000123e+01
1.171590614299999942e+02,3.052973649000000123e+01
1.171589756000000051e+02,3.052966255999999845e+01
1.171588897700000018e+02,3.052966255999999845e+01
1.171588039399999985e+02,3.052958862999999923e+01
1.171587181099999952e+02,3.052958862999999923e+01
1.171586322800000062e+02,3.052958862999999923e+01
1.171585464500000029e+02,3.052958862999999923e+01
1.171585464500000029e+02,3.052951470000000000e+01
1.171584606199999996e+02,3.052951470000000000e+01
1.171583747899999963e+02,3.052951470000000000e+01
1.171583747899999963e+02,3.052944075999999995e+01
1.171582889599999930e+02,3.052944075999999995e+01
1.171582031300000040e+02,3.052944075999999995e+01
